date,cases,deaths
8/27/2021,1407317,25284
8/28/2021,1407317,25284
8/30/2021,1414854,25401
8/31/2021,1414854,25401
9/1/2021,1419030,25454
9/2/2021,1419030,25454
9/3/2021,1421616,25477
9/4/2021,1423620,25514
9/5/2021,1423620,25533
9/6/2021,1423620,25533
9/7/2021,1427817,25611
9/8/2021,1427817,25630
9/9/2021,1427817,25630
9/10/2021,1433465,25688
9/11/2021,1435163,25713
9/12/2021,1437073,25767
9/13/2021,1439011,25775
9/14/2021,1440721,25799
9/15/2021,1442808,25828
9/16/2021,1444127,25849
9/17/2021,1445121,25852
9/18/2021,1446348,25870
9/19/2021,1448065,25911
9/20/2021,1449923,25942
9/21/2021,1451438,25972
9/22/2021,1452998,25999
9/23/2021,1454172,26013
9/24/2021,1455155,26035
9/25/2021,1456275,26047
9/26/2021,1457672,26078
9/27/2021,1459182,26106
9/28/2021,1460645,26126
9/29/2021,1462013,26143
9/30/2021,1463039,26153
10/1/2021,1463889,26179
10/2/2021,1464793,26195
10/3/2021,1466248,26226
10/4/2021,1467450,26254
10/5/2021,1468634,26284
10/6/2021,1469790,26308
10/7/2021,1470829,26312
10/8/2021,1471645,26338
10/9/2021,1472419,26346
10/10/2021,1473410,26362
8/29/2021,1409684,25326
10/11/2021,1474518,26379
12/28/2021,1696582,27637
12/29/2021,1741292,27640
1/8/2022,2046208,27812
1/9/2022,2086581,27850
1/10/2022,2131523,27895
1/11/2022,2172008,27942
1/12/2022,2213664,28008
1/13/2022,2257502,28059
1/14/2022,2289045,28086
1/15/2022,2311568,28122
1/16/2022,2343821,28181
1/17/2022,2385721,28282
1/18/2022,2428744,28346
1/19/2022,2467797,28417
1/20/2022,2494097,28480
1/21/2022,2519778,28507
1/22/2022,2540075,28540
1/23/2022,2586739,28715
1/24/2022,2586739,28715
1/25/2022,2631994,28886
1/27/2022,2659414,28963
1/30/2022,2695076,29195
1/31/2022,2710362,29280
2/2/2022,2720216,29364
2/3/2022,2727159,29428
2/4/2022,2731409,29457
2/5/2022,2735688,29506
2/6/2022,2740700,29609
2/7/2022,2746866,29690
2/8/2022,2752398,29764
2/9/2022,2757058,29846
2/10/2022,2761870,29902
2/11/2022,2764073,29928
2/12/2022,2766161,29980
2/13/2022,2769372,30081
2/14/2022,2772569,30146
2/15/2022,2777165,30216
2/16/2022,2780323,30300
2/17/2022,2782953,30356
2/18/2022,2784276,30376
2/19/2022,2785449,30411
2/20/2022,2787359,30447
10/12/2021,1475694,26398
10/13/2021,1476791,26410
10/14/2021,1477686,26414
10/15/2021,1477686,26443
10/16/2021,1479421,26446
10/17/2021,1480656,26473
10/18/2021,1481814,26506
10/19/2021,1483031,26527
10/20/2021,1484192,26540
10/21/2021,1485105,26549
10/22/2021,1485105,26549
10/23/2021,1485105,26549
10/24/2021,1485105,26549
10/25/2021,1489380,26604
10/26/2021,1490698,26626
10/27/2021,1492106,26628
10/28/2021,1493170,26637
10/29/2021,1494119,26644
10/30/2021,1495014,26661
10/31/2021,1496593,26683
11/1/2021,1499911,26719
11/2/2021,1501527,26740
11/3/2021,1502676,26750
11/4/2021,1503664,26752
11/5/2021,1504843,26762
11/6/2021,1506305,26796
11/7/2021,1507736,26814
11/8/2021,1509073,26838
11/9/2021,1510434,26856
11/10/2021,1511324,26862
11/11/2021,1512147,26872
11/12/2021,1513016,26903
11/13/2021,1514282,26923
11/14/2021,1515324,26949
11/15/2021,1516901,26973
11/16/2021,1518732,26999
11/17/2021,1519781,27010
11/18/2021,1520504,27017
11/19/2021,1521197,27046
11/20/2021,1522240,27074
11/21/2021,1522240,27074
11/22/2021,1524294,27102
11/23/2021,1524912,27121
11/24/2021,1525486,27128
11/25/2021,1526272,27138
11/26/2021,1527132,27166
11/27/2021,1528586,27184
11/28/2021,1530526,27208
11/29/2021,1530526,27208
12/30/2021,1757522,27647
1/3/2022,1887526,27756
1/26/2022,2631994,28886
1/28/2022,2668094,28998
2/21/2022,2789292,30519
3/17/2022,2823354,31462
3/18/2022,2825423,31491
3/19/2022,2826077,31508
3/20/2022,2826928,31535
3/21/2022,2827802,31561
3/22/2022,2829091,31576
3/23/2022,2830048,31594
3/24/2022,2830048,31594
3/25/2022,2831103,31619
3/26/2022,2831655,31626
3/27/2022,2832706,31655
3/28/2022,2833206,31669
3/29/2022,2834317,31683
3/30/2022,2834317,31683
3/31/2022,2834317,31683
4/1/2022,2836605,31710
4/2/2022,2837430,31722
4/3/2022,2838442,31739
4/4/2022,2839480,31754
4/5/2022,2843599,31770
4/6/2022,2843599,31770
4/7/2022,2843599,31770
4/8/2022,2846303,31807
4/9/2022,2847097,31819
4/10/2022,2848030,31830
4/11/2022,2849185,31839
4/12/2022,2850480,31852
4/13/2022,2850480,31852
4/14/2022,2850480,31852
4/15/2022,2853706,31872
4/16/2022,2854567,31884
4/17/2022,2855687,31899
4/18/2022,2857772,31913
11/30/2021,1532430,27225
12/1/2021,1534720,27244
12/2/2021,1536351,27246
12/3/2021,1537450,27248
12/4/2021,1538451,27262
12/5/2021,1540200,27275
12/6/2021,1541886,27288
12/7/2021,1545583,27325
12/8/2021,1547042,27330
12/9/2021,1547042,27330
12/10/2021,1548157,27341
12/11/2021,1549296,27352
12/12/2021,1551117,27369
12/13/2021,1553366,27388
12/14/2021,1556685,27413
12/15/2021,1560377,27432
12/16/2021,1563879,27441
12/17/2021,1567133,27448
12/18/2021,1570230,27473
12/19/2021,1576702,27488
12/20/2021,1585313,27512
12/21/2021,1595239,27533
12/22/2021,1595239,27533
12/23/2021,1616033,27546
12/24/2021,1623442,27555
12/25/2021,1632893,27576
12/26/2021,1649376,27601
12/27/2021,1669545,27625
12/31/2021,1780154,27671
1/4/2022,1921890,27772
1/29/2022,2683644,29099
2/22/2022,2791630,30587
2/23/2022,2793776,30650
2/24/2022,2793776,30650
2/25/2022,2796560,30716
2/26/2022,2797628,30773
2/27/2022,2799169,30853
2/28/2022,2800741,30911
3/1/2022,2802123,30957
3/2/2022,2803476,31005
3/3/2022,2803476,31005
3/4/2022,2805119,31046
3/5/2022,2805949,31084
3/6/2022,2807057,31138
1/1/2022,1806828,27698
2/1/2022,2710362,29280
3/7/2022,2808409,31178
4/19/2022,2859799,31924
5/27/2022,2974197,32129
5/28/2022,2976323,32133
5/29/2022,2980708,32136
5/30/2022,2985665,32146
5/31/2022,2990651,32154
6/1/2022,2990651,32154
6/2/2022,2990651,32154
6/3/2022,3004975,32168
6/4/2022,3008619,32178
6/5/2022,3014758,32186
6/6/2022,3019550,32193
6/7/2022,3025694,32201
6/8/2022,3025694,32201
6/8/2022,3025694,32201
6/9/2022,3025694,32201
6/10/2022,3038588,32218
6/11/2022,3041815,32227
6/12/2022,3047469,32236
6/13/2022,3051930,32245
6/14/2022,3057004,32250
6/15/2022,3057004,32250
6/16/2022,3069037,32261
6/17/2022,3071314,32263
6/19/2022,3076849,32271
6/20/2022,3082401,32283
6/21/2022,3088482,32291
6/22/2022,3088482,32291
6/23/2022,3088482,32291
6/24/2022,3102110,32308
6/25/2022,3105867,32316
6/26/2022,3112364,32325
6/27/2022,3118053,32334
6/28/2022,3125299,32344
6/29/2022,3125299,32344
6/30/2022,3125299,32344
7/1/2022,3140615,32361
7/2/2022,3143536,32371
7/3/2022,3148370,32385
7/4/2022,3153690,32397
7/5/2022,3153690,32397
7/6/2022,3153690,32397
1/2/2022,1843922,27728
1/7/2022,2010964,27798
3/8/2022,2810308,31225
3/9/2022,2811864,31275
3/10/2022,2811864,31275
3/11/2022,2813689,31315
3/12/2022,2814409,31343
3/13/2022,2815379,31372
3/14/2022,2817190,31408
3/15/2022,2820159,31443
3/16/2022,2823354,31462
4/20/2022,2859799,31924
4/21/2022,2859799,31924
4/22/2022,2864284,31938
4/23/2022,2865825,31941
4/24/2022,2867415,31951
4/25/2022,2869785,31959
4/26/2022,2872203,31959
4/27/2022,2872203,31959
4/28/2022,2872203,31959
4/29/2022,2877960,31970
4/30/2022,2879817,31977
5/1/2022,2882279,31982
5/2/2022,2882279,31982
5/3/2022,2888408,31991
5/4/2022,2888408,31991
5/5/2022,2888408,31991
5/6/2022,2895400,31996
5/7/2022,2897513,32000
5/8/2022,2900449,32007
5/9/2022,2903779,32016
5/10/2022,2907721,32022
5/11/2022,2907721,32022
5/12/2022,2907721,32022
5/13/2022,2915694,32037
5/14/2022,2917892,32045
5/15/2022,2922210,32055
5/16/2022,2926848,32064
5/17/2022,2929950,32074
5/18/2022,2929950,32074
5/19/2022,2929950,32074
5/20/2022,2942149,32086
5/21/2022,2945669,32095
5/22/2022,2949830,32101
5/23/2022,2955954,32109
1/5/2022,1967443,27785
5/24/2022,2961673,32117
6/7/2022,3025694,32201
6/18/2022,3071314,32263
7/7/2022,3153690,32397
8/21/2022,3390012,33060
8/22/2022,3392984,33076
8/23/2022,3396657,33096
1/6/2022,2010964,27798
5/25/2022,2961673,32117
5/26/2022,2961673,32117
7/8/2022,3178242,32451
7/9/2022,3183359,32464
7/10/2022,3189901,32478
7/11/2022,3198377,32492
7/12/2022,3207071,32508
7/13/2022,3207071,32508
7/14/2022,3207071,32508
7/15/2022,3225697,32537
7/16/2022,3230019,32549
7/17/2022,3236632,32566
7/18/2022,3245259,32584
7/19/2022,3253323,32604
7/20/2022,3253323,32604
7/21/2022,3253323,32604
7/22/2022,3268588,32637
7/23/2022,3272097,32654
7/24/2022,3279517,32674
7/25/2022,3286471,32691
7/26/2022,3286471,32691
7/27/2022,3286471,32691
7/28/2022,3286471,32691
7/29/2022,3286471,32691
7/30/2022,3286471,32691
7/31/2022,3315921,32785
8/1/2022,3320781,32807
8/2/2022,3325622,32826
8/3/2022,3325622,32826
8/4/2022,3325622,32826
8/5/2022,3335973,32856
8/6/2022,3338352,32869
8/7/2022,3342851,32888
8/8/2022,3347143,32903
8/9/2022,3351082,32922
8/10/2022,3351082,32922
8/11/2022,3351082,32922
8/12/2022,3361061,32948
8/13/2022,3363706,32961
8/14/2022,3368366,32975
8/15/2022,3371673,32991
8/16/2022,3371673,32991
8/17/2022,3371673,32991
8/18/2022,3371673,32991
8/19/2022,3383792,33027
8/20/2022,3386161,33041
3/24/2020,1465,26
3/25/2020,1829,32
3/26/2020,2474,44
3/27/2020,3019,54
3/28/2020,3518,64
3/29/2020,4045,78
3/30/2020,4566,89
3/31/2020,4605,93
4/1/2020,5955,132
4/2/2020,6377,147
4/3/2020,6936,169
4/4/2020,7559,198
4/5/2020,7955,223
4/6/2020,8443,242
4/7/2020,8453,244
4/8/2020,8894,269
4/9/2020,9433,322
4/10/2020,10047,360
4/11/2020,10517,405
4/12/2020,10854,457
4/13/2020,11400,497
4/14/2020,12021,576
4/15/2020,12341,600
4/16/2020,13823,619
4/17/2020,15153,663
4/18/2020,16447,732
4/19/2020,17537,797
4/20/2020,18545,850
4/21/2020,19133,895
4/22/2020,19567,916
4/23/2020,20423,944
4/24/2020,20996,1002
4/25/2020,22485,1056
4/26/2020,23220,1111
4/27/2020,24262,1174
4/28/2020,24894,1209
4/29/2020,25699,1231
4/30/2020,26225,1257
5/1/2020,27836,1315
5/2/2020,28665,1369
5/3/2020,29511,1418
5/4/2020,30319,1470
5/5/2020,31241,1515
5/6/2020,31703,1531
5/7/2020,32263,1570
5/8/2020,33211,1616
5/9/2020,34538,1660
5/10/2020,35392,1711
5/11/2020,36316,1753
5/12/2020,37360,1793
5/13/2020,38011,1821
5/14/2020,38458,1840
5/15/2020,39573,1913
5/16/2020,40895,1973
5/17/2020,42037,2016
5/18/2020,43070,2053
5/19/2020,44121,2092
5/20/2020,45017,2106
5/21/2020,46023,2116
5/22/2020,47845,2145
5/23/2020,48761,2201
5/24/2020,49860,2241
5/25/2020,51678,2294
5/26/2020,53746,2339
5/27/2020,55001,2362
5/28/2020,56011,2386
5/29/2020,57219,2448
5/30/2020,58261,2489
5/31/2020,59692,2532
6/1/2020,61068,2569
6/2/2020,62382,2624
6/3/2020,63844,2645
6/4/2020,64690,2656
6/5/2020,65945,2710
6/6/2020,67111,2768
6/7/2020,68959,2818
6/8/2020,70529,2834
6/9/2020,72057,2894
6/10/2020,73018,2907
6/11/2020,73832,2926
6/12/2020,75162,2960
6/13/2020,77260,2992
6/14/2020,78348,3027
6/15/2020,79655,3065
6/16/2020,81709,3112
6/17/2020,83414,3121
6/18/2020,86017,3137
6/19/2020,88512,3171
6/20/2020,89633,3207
6/21/2020,91577,3247
6/22/2020,93391,3269
6/23/2020,95385,3285
6/24/2020,97918,3305
6/25/2020,100958,3331
6/26/2020,103850,3371
6/27/2020,105665,3405
6/28/2020,107792,3457
6/29/2020,107806,3457
6/30/2020,107826,3457
7/1/2020,115024,3487
7/2/2020,116570,3534
7/3/2020,120764,3582
7/4/2020,123256,3643
7/5/2020,124992,3690
7/6/2020,127439,3744
7/7/2020,130394,3795
7/8/2020,133549,3809
7/9/2020,136357,3824
7/10/2020,140576,3897
7/11/2020,143207,3943
7/12/2020,147678,3989
7/13/2020,150424,4048
7/14/2020,153152,4084
7/15/2020,155917,4096
7/16/2020,159045,4104
7/17/2020,162025,4155
7/18/2020,165134,4215
7/19/2020,166868,4263
7/20/2020,168935,4300
7/21/2020,172325,4351
7/22/2020,174017,4360
7/23/2020,176028,4375
7/24/2020,178642,4426
7/25/2020,183456,4518
7/26/2020,186036,4559
7/27/2020,188541,4624
7/28/2020,190857,4669
7/29/2020,192177,4693
7/30/2020,193877,4702
7/31/2020,195805,4760
8/1/2020,198165,4827
8/2/2020,201200,4869
8/3/2020,204258,4919
8/4/2020,206778,4967
8/5/2020,208563,4977
8/6/2020,210543,4998
8/7/2020,210874,4999
8/8/2020,214283,5112
8/9/2020,214425,5113
8/10/2020,218831,5215
8/11/2020,220867,5246
8/12/2020,221971,5254
8/13/2020,223230,5273
8/14/2020,224105,5340
8/15/2020,225827,5392
8/16/2020,227346,5446
8/17/2020,229054,5491
8/18/2020,230662,5537
8/19/2020,231695,5545
8/20/2020,232893,5558
8/21/2020,233777,5605
8/22/2020,235386,5663
8/23/2020,236986,5701
8/24/2020,238458,5732
8/25/2020,239756,5759
8/26/2020,240749,5769
8/27/2020,241768,5784
8/28/2020,242521,5829
8/29/2020,243935,5878
8/30/2020,244999,5932
8/31/2020,246407,5977
9/1/2020,247542,6000
9/2/2020,248334,6005
9/3/2020,248821,6030
9/4/2020,249241,6036
9/5/2020,249859,6090
9/6/2020,251024,6128
9/7/2020,252066,6171
9/8/2020,253176,6197
9/9/2020,253985,6208
9/10/2020,254656,6231
9/11/2020,255049,6273
9/12/2020,256148,6303
9/13/2020,257271,6324
9/14/2020,258516,6330
9/15/2020,259817,6330
9/16/2020,260797,6353
9/17/2020,261446,6366
9/18/2020,262133,6401
9/19/2020,263333,6423
9/20/2020,264414,6455
9/21/2020,265775,6488
9/22/2020,266988,6504
9/23/2020,267801,6514
9/24/2020,268455,6515
9/25/2020,269284,6551
9/26/2020,270299,6576
9/27/2020,271371,6610
9/28/2020,272653,6626
9/29/2020,273638,6642
9/30/2020,274565,6647
10/1/2020,274942,6654
10/2/2020,275856,6681
10/3/2020,277445,6709
10/4/2020,278665,6726
10/5/2020,279909,6741
10/6/2020,281165,6768
10/7/2020,282135,6771
10/8/2020,282982,6773
10/9/2020,283750,6790
10/10/2020,285016,6812
10/11/2020,286183,6834
10/12/2020,287222,6855
10/13/2020,288136,6863
10/14/2020,288451,6876
10/15/2020,289366,6877
10/16/2020,290009,6912
10/17/2020,290486,6944
10/18/2020,294065,6956
10/19/2020,296821,6974
10/20/2020,298937,6989
10/21/2020,299760,6993
10/22/2020,300614,7000
10/23/2020,302077,7027
10/24/2020,303369,7040
10/25/2020,305070,7044
10/26/2020,306327,7056
10/27/2020,307618,7071
10/28/2020,309197,7074
10/29/2020,310606,7076
10/30/2020,311844,7097
10/31/2020,313606,7118
11/1/2020,315615,7140
11/2/2020,317696,7158
11/3/2020,319977,7170
11/4/2020,322219,7172
11/5/2020,323765,7177
11/6/2020,326034,7202
11/7/2020,328058,7218
11/8/2020,330514,7221
11/9/2020,332977,7246
11/10/2020,336671,7267
11/11/2020,339570,7269
11/12/2020,342489,7275
11/13/2020,344741,7300
11/14/2020,348536,7337
11/15/2020,353479,7365
11/16/2020,357637,7397
11/17/2020,362024,7429
11/18/2020,364583,7438
11/19/2020,370769,7456
11/20/2020,374479,7501
11/21/2020,378361,7543
11/22/2020,383275,7580
11/23/2020,387793,7604
11/24/2020,391225,7623
11/25/2020,395879,7639
11/26/2020,401448,7656
11/27/2020,409015,7702
11/28/2020,414549,7743
11/29/2020,422262,7787
11/30/2020,430824,7843
12/1/2020,440042,7886
12/2/2020,449971,7909
12/3/2020,458255,7936
12/4/2020,467189,8006
12/5/2020,475778,8077
12/6/2020,488519,8151
12/7/2020,502026,8202
12/8/2020,513283,8273
12/9/2020,525564,8298
12/10/2020,532730,8345
12/11/2020,544780,8438
12/12/2020,567249,8572
12/13/2020,581519,8671
12/14/2020,597386,8758
12/15/2020,610907,8822
12/16/2020,623792,8875
12/17/2020,636190,8935
12/18/2020,648062,9031
12/19/2020,665036,9165
12/20/2020,678040,9305
12/21/2020,678040,9305
12/22/2020,707463,9441
12/23/2020,719960,9485
12/24/2020,734860,9564
12/25/2020,746666,9806
12/26/2020,756840,10068
12/27/2020,771519,10359
12/28/2020,790582,10552
12/29/2020,807185,10688
12/30/2020,818698,10773
12/31/2020,829549,10852
1/1/2021,841392,11089
1/2/2021,853440,11349
1/3/2021,872204,11554
1/4/2021,889405,11863
1/5/2021,907077,12090
1/6/2021,920324,12252
1/7/2021,932901,12388
1/8/2021,947035,12706
1/9/2021,959156,12972
1/10/2021,976075,13244
1/11/2021,990632,13504
1/12/2021,1004693,13757
1/13/2021,1014753,13848
1/14/2021,1024297,13937
1/15/2021,1032806,14122
1/16/2021,1038738,14416
1/17/2021,1046591,14662
1/18/2021,1054802,14894
1/19/2021,1065505,15184
1/20/2021,1073156,15262
1/21/2021,1079672,15314
1/22/2021,1085488,15614
1/23/2021,1091712,15897
1/24/2021,1098411,16127
1/25/2021,1104720,16353
1/26/2021,1111391,16652
1/27/2021,1116948,16770
1/28/2021,1121107,16857
1/29/2021,1124975,17077
1/30/2021,1129730,17324
1/31/2021,1134595,17555
2/1/2021,1138970,17772
2/2/2021,1143591,17959
2/3/2021,1146483,18047
2/4/2021,1149346,18146
2/5/2021,1152430,18367
2/6/2021,1155491,18519
2/7/2021,1158794,18678
2/8/2021,1161926,18804
2/9/2021,1164880,18993
2/10/2021,1166552,19068
2/11/2021,1168372,19095
2/12/2021,1169688,19216
2/13/2021,1171865,19381
2/14/2021,1174340,19514
2/15/2021,1176843,19670
2/16/2021,1179149,19801
2/17/2021,1180505,19885
2/18/2021,1181469,19906
2/19/2021,1183496,20069
2/20/2021,1185559,20997
2/21/2021,1187542,21106
2/22/2021,1189232,21241
2/23/2021,1190894,21328
2/24/2021,1191923,21435
2/25/2021,1192954,21467
2/26/2021,1194333,21569
2/27/2021,1196017,21676
2/28/2021,1198178,21780
3/1/2021,1200128,21916
3/2/2021,1201868,22015
3/3/2021,1203152,22029
3/4/2021,1204018,22041
3/5/2021,1205327,22104
3/6/2021,1206740,22216
3/7/2021,1208024,22319
3/8/2021,1209849,22407
3/9/2021,1209661,22449
3/10/2021,1210270,22474
3/11/2021,1210663,22476
3/12/2021,1210961,22521
3/13/2021,1211739,22581
3/14/2021,1212648,22666
3/15/2021,1213288,22722
3/16/2021,1213792,22778
3/17/2021,1214178,22797
3/18/2021,1214754,22815
3/19/2021,1215179,22879
3/20/2021,1215772,22965
3/21/2021,1216319,23022
3/22/2021,1217116,23056
3/23/2021,1217775,23080
3/24/2021,1218229,23103
3/25/2021,1218643,23101
3/26/2021,1219029,23111
3/27/2021,1219614,23144
3/28/2021,1220256,23191
3/29/2021,1220893,23236
3/30/2021,1220893,23264
3/31/2021,1220893,23301
4/1/2021,1222479,23301
4/2/2021,1222802,23302
4/3/2021,1223205,23344
4/4/2021,1223821,23390
4/5/2021,1224547,23431
4/6/2021,1225299,23467
4/7/2021,1225796,23493
4/8/2021,1226219,23503
4/9/2021,1226627,23505
4/10/2021,1226964,23553
4/11/2021,1227537,23579
4/12/2021,1228118,23601
4/13/2021,1228641,23628
4/14/2021,1228997,23653
4/15/2021,1229328,23648
4/16/2021,1229641,23668
4/17/2021,1229998,23702
4/18/2021,1230398,23736
4/19/2021,1230398,23762
4/20/2021,1231186,23785
4/21/2021,1231532,23802
4/22/2021,1231838,23799
4/23/2021,1232131,23804
4/24/2021,1232391,23833
4/25/2021,1232751,23872
4/26/2021,1233091,23899
4/27/2021,1233505,23919
4/28/2021,1233772,23946
4/29/2021,1233998,23943
4/30/2021,1234242,23942
5/1/2021,1234242,23957
5/2/2021,1234746,23977
5/3/2021,1235150,23991
5/4/2021,1235422,24008
5/5/2021,1235651,24022
5/6/2021,1235828,24026
5/7/2021,1235999,24030
5/8/2021,1236256,24048
5/9/2021,1236456,24067
5/10/2021,1237021,24083
5/11/2021,1237273,24101
5/12/2021,1237411,24115
5/13/2021,1237561,24120
5/14/2021,1237700,24123
5/15/2021,1237910,24133
5/16/2021,1238147,24143
5/17/2021,1238382,24168
5/18/2021,1238607,24180
5/19/2021,1238781,24192
5/20/2021,1238932,24197
5/21/2021,1239127,24201
5/22/2021,1239306,24212
5/23/2021,1243338,24323
5/24/2021,1243531,24348
5/25/2021,1243712,24357
5/26/2021,1243882,24359
5/27/2021,1244054,24360
5/28/2021,1244170,24364
5/29/2021,1244275,24367
5/30/2021,1244473,24375
5/31/2021,1244684,24386
6/1/2021,1244917,24400
6/2/2021,1245120,24411
6/3/2021,1245254,24410
6/4/2021,1245429,24413
6/5/2021,1245588,24426
6/6/2021,1245786,24432
6/7/2021,1245949,24440
6/8/2021,1246123,24434
6/9/2021,1246129,24434
6/10/2021,1246436,24433
6/11/2021,1246640,24434
6/12/2021,1246832,24435
6/13/2021,1247033,24439
6/14/2021,1247033,24444
6/15/2021,1247361,24451
6/16/2021,1247618,24454
6/17/2021,1247744,24456
6/18/2021,1247909,24459
6/19/2021,1248161,24461
6/20/2021,1248415,24472
6/21/2021,1248737,24480
6/22/2021,1249065,24483
6/23/2021,1249304,24490
6/24/2021,1249572,24493
6/25/2021,1249875,24496
6/26/2021,1250240,24498
6/27/2021,1250740,24499
6/28/2021,1251259,24506
6/29/2021,1251848,24506
6/30/2021,1252303,24506
7/1/2021,1252739,24506
7/2/2021,1253106,24522
7/3/2021,1253536,24525
7/4/2021,1254386,24531
7/5/2021,1255434,24542
7/6/2021,1256557,24542
7/7/2021,1257628,24542
7/8/2021,1258685,24558
7/9/2021,1259992,24559
7/10/2021,1261068,24569
7/11/2021,1261164,24578
7/12/2021,1264450,24582
7/13/2021,1266227,24582
7/14/2021,1267860,24583
7/15/2021,1267860,24598
7/16/2021,1271179,24600
7/17/2021,1273551,24603
7/18/2021,1276254,24609
7/19/2021,1276254,24623
7/20/2021,1281760,24624
7/21/2021,1283844,24628
7/22/2021,1285771,24643
7/23/2021,1288090,24647
7/24/2021,1290395,24658
7/25/2021,1293583,24677
7/26/2021,1297087,24691
7/27/2021,1300313,24691
7/28/2021,1303343,24691
7/29/2021,1305704,24700
7/30/2021,1307970,24705
7/31/2021,1311656,24721
8/1/2021,1315677,24740
8/2/2021,1319492,24756
8/3/2021,1323345,24772
8/4/2021,1326361,24786
8/5/2021,1329537,24793
8/6/2021,1332289,24806
8/7/2021,1335332,24833
8/8/2021,1339138,24854
8/9/2021,1342839,24874
8/10/2021,1347023,24892
8/11/2021,1350370,24911
8/12/2021,1353071,24918
8/13/2021,1356249,24935
8/14/2021,1359897,24967
8/15/2021,1362848,25002
8/16/2021,1376551,25032
8/17/2021,1380415,25061
8/18/2021,1383186,25080
8/19/2021,1385784,25089
8/20/2021,1388672,25117
8/21/2021,1391513,25152
8/22/2021,1394632,25182
8/23/2021,1397480,25214
8/24/2021,1400837,25240
8/25/2021,1403053,25245
8/26/2021,1403053,25245
8/24/2022,3396657,33096
8/25/2022,3396657,33096
8/26/2022,3403028,33124
8/27/2022,3405184,33138
8/28/2022,3408413,33155
8/29/2022,3410937,33171
8/30/2022,3413783,33187
8/31/2022,3413783,33187
9/1/2022,3413783,33187
9/2/2022,3418798,33209
9/3/2022,3420213,33217
9/4/2022,3421995,33227
9/5/2022,3423672,33334
9/6/2022,3425863,33348
9/7/2022,3425863,33348
9/8/2022,3425863,33348
9/9/2022,3430358,33385
9/10/2022,3431991,33398
9/11/2022,3433754,33414
9/12/2022,3435551,33432
9/13/2022,3437648,33447
9/14/2022,3437648,33447
9/15/2022,3437648,33447
9/16/2022,3441113,33483
9/17/2022,3442653,33497
9/18/2022,3444076,33509
9/19/2022,3445630,33519
9/20/2022,3447249,33532
9/21/2022,3447249,33532
9/22/2022,3447249,33532
9/23/2022,3450411,33565
9/24/2022,3451726,33576
9/25/2022,3453057,33587
9/26/2022,3454542,33598
9/27/2022,3456407,33603
9/28/2022,3456407,33603
9/29/2022,3456407,33603
9/30/2022,3458848,33628
10/1/2022,3459997,33709
10/2/2022,3461037,33719
10/3/2022,3462836,33730
10/4/2022,3464157,33740
10/5/2022,3464157,33740
10/6/2022,3464157,33740
10/7/2022,3464157,33740
10/8/2022,3467319,33772
10/9/2022,3468152,33785
10/10/2022,3469663,33797
10/11/2022,3470848,33811
10/12/2022,3470848,33811
10/13/2022,3470848,33811
10/14/2022,3472418,33832
10/15/2022,3472418,33832
10/16/2022,3474708,33862
10/17/2022,3475930,33875
10/18/2022,3476928,33889
10/19/2022,3476928,33889
10/20/2022,3476928,33889
10/21/2022,3481103,33915
10/22/2022,3482181,33924
10/23/2022,3483444,33936
10/24/2022,3484615,33945
10/25/2022,3484615,33945
10/26/2022,3485787,33951
10/27/2022,3485787,33951
10/28/2022,3488288,33975
10/29/2022,3489106,33981
10/30/2022,3490492,33986
10/31/2022,3491716,33992
11/1/2022,3493150,33999
11/2/2022,3493150,33999
11/3/2022,3493150,33999
11/4/2022,3496108,34015
11/5/2022,3497583,34023
11/6/2022,3500252,34032
11/7/2022,3500252,34032
11/8/2022,3500252,34032
11/9/2022,3500252,34032
11/10/2022,3500252,34032
11/11/2022,3506367,34065
11/12/2022,3507936,34072
11/13/2022,3513008,34091
11/14/2022,3513008,34091
11/15/2022,3515225,34098
11/16/2022,3515225,34098
11/17/2022,3515225,34098
11/18/2022,3520094,34118
11/19/2022,3521712,34125
11/20/2022,3524896,34135
11/21/2022,3524896,34135
11/22/2022,3530105,34156
11/23/2022,3530105,34156
11/24/2022,3530105,34156
11/25/2022,3535493,34171
11/26/2022,3538009,34179
11/27/2022,3542744,34187
11/28/2022,3547200,34199
11/29/2022,3552019,34213
11/30/2022,3552019,34213
12/1/2022,3552019,34213
12/2/2022,3562059,34241
12/3/2022,3565418,34251
12/4/2022,3570525,34263
12/5/2022,3573950,34279
12/6/2022,3577685,34296
12/7/2022,3577685,34296
12/8/2022,3577685,34296
12/9/2022,3585468,34334
12/10/2022,3587829,34352
12/11/2022,3592066,34368
12/12/2022,3595218,34390
12/13/2022,3598453,34410
12/14/2022,3598453,34410
12/15/2022,3598453,34410
12/16/2022,3605228,34471
12/17/2022,3605228,34471
12/17/2022,3609228,34515
12/18/2022,3609228,34515
12/17/2022,3609228,34515
12/18/2022,3612321,34539
12/19/2022,3612321,34539
12/17/2022,3609228,34515
12/18/2022,3612321,34539
12/19/2022,3615292,34561
12/20/2022,3615292,34561
12/17/2022,3609228,34515
12/18/2022,3612321,34539
12/19/2022,3615292,34561
12/20/2022,3615292,34561
12/21/2022,3615292,34561
12/17/2022,3609228,34515
12/18/2022,3612321,34539
12/19/2022,3615292,34561
12/20/2022,3615292,34561
12/21/2022,3615292,34561
12/22/2022,3615292,34561
12/17/2022,3609228,34515
