date,new_cases,new_hospitalize,new_deaths,cases,hospitalize,deaths
3/19/2023,177,27,5,2720539,189402,38677
3/20/2023,482,22,4,2721021,189424,38681
3/21/2023,422,32,4,2721443,189456,38685
3/22/2023,401,19,2,2721844,189475,38687
3/23/2023,393,32,6,2722237,189507,38693
3/24/2023,385,26,4,2722622,189533,38697
3/25/2023,195,25,5,2722817,189558,38702
3/26/2023,212,20,6,2723029,189578,38708
3/27/2023,446,27,6,2723475,189605,38714
3/28/2023,411,33,4,2723886,189638,38718
3/29/2023,348,35,5,2724234,189673,38723
3/30/2023,409,28,6,2724643,189701,38729
3/31/2023,344,28,3,2724987,189729,38732
4/1/2023,166,22,2,2725153,189751,38734
4/2/2023,204,18,2,2725357,189769,38736
4/3/2023,334,29,3,2725691,189798,38739
4/4/2023,303,40,0,2725994,189838,38739
4/5/2023,252,30,2,2726246,189868,38741
4/6/2023,219,28,0,2726465,189896,38741
4/7/2023,179,20,2,2726644,189916,38743
4/8/2023,141,15,2,2726785,189931,38745
4/9/2023,112,11,0,2726897,189942,38745
4/10/2023,304,32,1,2727201,189974,38746
4/11/2023,268,35,2,2727469,190009,38748
4/12/2023,193,29,3,2727662,190038,38751
4/13/2023,212,28,2,2727874,190066,38753
4/14/2023,216,22,1,2728090,190088,38754
4/15/2023,130,26,2,2728220,190114,38756
4/16/2023,147,21,3,2728367,190135,38759
4/17/2023,333,33,2,2728700,190168,38761
4/18/2023,255,21,1,2728955,190189,38762
4/19/2023,232,20,3,2729187,190209,38765
4/20/2023,215,20,2,2729402,190229,38767
4/21/2023,165,23,1,2729567,190252,38768
4/22/2023,107,17,1,2729674,190269,38769
4/23/2023,114,20,0,2729788,190289,38769
4/24/2023,323,29,1,2730111,190318,38770
4/25/2023,230,23,0,2730341,190341,38770
4/26/2023,167,25,1,2730508,190366,38771
4/27/2023,214,25,2,2730722,190391,38773
4/28/2023,227,16,2,2730949,190407,38775
4/29/2023,114,11,0,2731063,190418,38775
4/30/2023,80,6,0,2731143,190424,38775
5/1/2023,207,0,2,2731350,190424,38777
